C1906d1TS003_1 C1906d1TS010_1 C1906d1TS010_2 C1906d1TS010_3 C1906d1TS010_4 C1906d1TS010_5 C1906d1TS026_1 C1906d1TS026_2 C1906d1TS026_3 C1906d1TS026_4 C1906d1TS044_1 C1906d1TS049_1 C1906d1TS049_2 C1906d1TS049_3 C1906d1TS049_4 C1906d1TS049_5 C1906d1TS067_1 C1906d1TS067_2 C1906d1TS067_3 C1906d1TS067_4 C1906d1TS067_5 C1906d1TS073_1 C1906d1TS073_2 C1906d1TS073_3 C1906d1TS073_4 C1906d1TS073_5 C1906d1TS103_1 C1906d1TS121_1 C1906d1TS121_2 C1906d1TS123_1 C1906d1TS123_2 C1906d1TS123_3 C1906d1TS123_4 C1906d1TS123_5 C1906d1TS131_1 C1906d1TS131_2 C1906d1TS131_3 C1906d1TS131_4 C1906d1TS131_5 C1906d1TS210_1 C1906d1TS210_2 C1906d1TS210_3 C1906d1TS210_4 C1906d1TS210_5 C1906d1TS215_1 C1906d1TS215_2 C1906d1TS215_3 C1906d1TS215_4 C1906d1TS215_5 C1906d1TS228_1 C1906d1TS228_2 C1906d1TS228_3 C1906d1TS228_4 C1906d1TS228_5 C1906d1TS240_1 C1906d1TS240_2 C1906d1TS240_3 C1906d1TS240_4 C1906d1TS240_5 C1906d1TS247_1 C1906d1TS247_2 C1906d1TS247_3 C1906d1TS247_4 C1906d1TS247_5 C1906d1TS258_1 C1906d1TS258_2 C1906d1TS258_3 C1906d1TS258_4 C1906d1TS258_5 C1906d1TS270_1 C1906d1TS273_1 C1906d1TS273_2 C1906d1TS273_3 C1906d1TS273_4 C1906d1TS273_5 C1906d1TS301_1 C1906d1TS345_1 C1906d1TS345_2 C1906d1TS345_3 C1906d1TS345_4 C1906d1TS345_5 C1906d1TS347_1 C1906d1TS347_2 C1906d1TS347_3 C1906d1TS405_1 C1906d1TS405_2 C1906d1TS405_3 C1906d1TS405_4 C1906d1TS405_5 C1906d1TS438_1 C1906d1TS438_2 C1906d1TS438_3 C1906d1TS438_4 C1906d1TS438_5
0.202085 0.406448 0.401517 0.375809 0.368111 0.415084 0.381489 0.421722 0.373731 0.48038 0.437968 0.128476 0.0929266 0.094192 0.0837708 0.08212 0.275616 0.269936 0.185841 0.275616 0.269936 0.42987 0.420419 0.442327 0.444397 0.423695 0.33467 0.343044 0.313627 0.427723 0.407537 0.348634 0.341824 0.379432 0.508607 0.511785 0.50292 0.510431 0.51523 0.430465 0.436895 0.452307 0.448766 0.431708 0.421211 0.376534 0.40565 0.354431 0.466982 0.465322 0.470686 0.473921 0.453397 0.454336 0.381191 0.381692 0.396073 0.381062 0.406698 0.4706 0.472262 0.468494 0.471391 0.476747 0.468504 0.475598 0.476513 0.488976 0.46675 0.402928 0.35996 0.361406 0.358218 0.345325 0.363515 0.437968 0.453086 0.496974 0.398913 1 0.405984 0.371277 0.37885 0.342946 0.430465 0.436895 0.452307 0.448766 0.431708 0.415885 0.467542 0.463288 0.457976 0.468553
0.191351 0.367508 0.363405 0.366268 0.384214 0.361244 0.331275 0.359517 0.330933 0.401166 0.38846 0.110154 0.111282 0.108818 0.0896032 0.0950221 0.245283 0.254041 0.18717 0.245283 0.254041 0.359543 0.352503 0.368946 0.370842 0.362677 0.315014 0.317512 0.28443 0.368055 0.355505 0.31638 0.290489 0.329844 0.396008 0.391867 0.397489 0.398636 0.395404 0.374136 0.387029 0.382892 0.379489 0.37746 0.380804 0.353142 0.369911 0.325891 0.363106 0.415185 0.415376 0.410621 0.415802 0.387387 0.348286 0.341023 0.340897 0.347568 0.345107 0.389112 0.395142 0.387276 0.389347 0.386522 0.396464 0.39225 0.396025 0.397052 0.39598 0.34466 0.323628 0.32256 0.318859 0.308419 0.325927 0.38846 0.425574 0.339663 0.393372 0.397858 1 0.316863 0.322831 0.313568 0.374136 0.387029 0.382892 0.379489 0.37746 0.346085 0.400566 0.385234 0.39412 0.397774
0.220949 0.451174 0.455652 0.50113 0.460533 0.465204 0.413492 0.455891 0.414753 0.463025 0.48474 0.149409 0.130749 0.126196 0.112547 0.109243 0.351535 0.340703 0.220643 0.351535 0.340703 0.434121 0.423965 0.437114 0.44396 0.430493 0.42231 0.450177 0.386234 0.440775 0.468716 0.392497 0.375035 0.416128 0.491333 0.489998 0.491995 0.485495 0.492388 0.491179 0.495655 0.491412 0.495068 0.499375 0.399841 0.388553 0.404253 0.391325 0.424655 0.451638 0.462046 0.463828 0.451641 0.512845 0.489952 0.481151 0.496119 0.484382 0.497106 0.50262 0.511781 0.498025 0.514514 0.510694 0.473949 0.467627 0.455542 0.474363 0.466789 0.496418 0.461831 0.468227 0.475122 0.463165 0.462649 0.48474 0.435748 0.41914 0.423509 0.414135 0.381605 1 0.86554 0.470601 0.491179 0.495655 0.491412 0.495068 0.499375 0.422107 0.488388 0.498568 0.48919 0.495301
0.222128 0.466479 0.478487 0.506897 0.462805 0.479382 0.406184 0.465469 0.427791 0.466187 0.501526 0.137642 0.126293 0.117408 0.0983696 0.100226 0.353575 0.331067 0.227204 0.353575 0.331067 0.433447 0.440731 0.450012 0.449891 0.430987 0.438095 0.440283 0.393088 0.454659 0.458175 0.402581 0.397317 0.42669 0.498613 0.49678 0.504114 0.493275 0.497794 0.498807 0.497169 0.498993 0.494537 0.501283 0.398319 0.39383 0.402716 0.382063 0.425408 0.462566 0.473537 0.475633 0.464926 0.533051 0.489059 0.486879 0.493654 0.490125 0.490366 0.520027 0.517859 0.525847 0.517542 0.519316 0.483397 0.475465 0.465455 0.490546 0.46623 0.482315 0.453705 0.465415 0.465077 0.453689 0.45398 0.501526 0.4303 0.40082 0.412544 0.416525 0.386744 0.855217 1 0.457125 0.498807 0.497169 0.498993 0.494537 0.501283 0.436663 0.490928 0.499571 0.500756 0.505728
0.230096 0.460602 0.446455 0.475096 0.458289 0.466315 0.409369 0.42286 0.390349 0.463792 0.469859 0.146416 0.119426 0.113774 0.100136 0.107793 0.332855 0.313912 0.224308 0.332855 0.313912 0.423871 0.428709 0.426718 0.434681 0.426874 0.399003 0.398188 0.355278 0.450807 0.44353 0.384517 0.381968 0.427858 0.443877 0.440929 0.446661 0.441952 0.446547 0.463049 0.482485 0.472348 0.467303 0.46874 0.400585 0.390044 0.365158 0.363685 0.409589 0.451375 0.458127 0.457463 0.441817 0.480007 0.444682 0.449846 0.437964 0.452128 0.437956 0.451265 0.462362 0.447007 0.458647 0.457929 0.472268 0.464853 0.466439 0.4718 0.465822 0.425233 0.423661 0.418427 0.425 0.413961 0.424466 0.469859 0.425931 0.39809 0.407289 0.413423 0.383256 0.470655 0.455329 1 0.463049 0.482485 0.472348 0.467303 0.46874 0.435628 0.480595 0.485852 0.486009 0.488199
0.23949 0.515108 0.497628 0.50696 0.51567 0.50614 0.510863 0.524416 0.484397 0.634198 0.620911 0.139066 0.11967 0.129301 0.0989471 0.102372 0.350771 0.312367 0.23214 0.350771 0.312367 0.616683 0.645349 0.612223 0.638165 0.648337 0.411372 0.471263 0.389792 0.501956 0.520522 0.412675 0.38278 0.488316 0.630873 0.630559 0.644335 0.633032 0.621235 1 0.822606 0.838485 0.803433 0.840821 0.535422 0.458187 0.460483 0.429683 0.488397 0.601473 0.608008 0.609915 0.592925 0.676994 0.533281 0.537292 0.53004 0.533835 0.529981 0.630449 0.604497 0.597294 0.630005 0.632345 0.629003 0.628727 0.625557 0.64099 0.631343 0.584859 0.473307 0.475892 0.495126 0.479508 0.478685 0.620911 0.50821 0.474599 0.495493 0.497182 0.448162 0.499204 0.505234 0.47591 1 0.822606 0.838485 0.803433 0.840821 0.502258 0.64521 0.670314 0.659179 0.663389
0.237233 0.526315 0.497149 0.499999 0.514403 0.521529 0.50154 0.547426 0.492734 0.639436 0.630711 0.135708 0.116754 0.112228 0.0854215 0.0936495 0.357921 0.323373 0.216336 0.357921 0.323373 0.610068 0.609646 0.622462 0.623214 0.629845 0.399534 0.449902 0.381948 0.525166 0.509708 0.416266 0.382148 0.487992 0.647417 0.648641 0.649574 0.664801 0.634039 0.816178 1 0.837867 0.865785 0.883242 0.553359 0.456519 0.457558 0.418244 0.494391 0.595211 0.607322 0.614457 0.588372 0.693465 0.545542 0.545986 0.534444 0.535071 0.53132 0.631421 0.612804 0.608445 0.630177 0.640101 0.62367 0.626585 0.625904 0.64241 0.639931 0.586185 0.473646 0.475104 0.494489 0.47121 0.484846 0.630711 0.511653 0.485756 0.473667 0.512208 0.447675 0.493955 0.500831 0.482044 0.816178 1 0.837867 0.865785 0.883242 0.503256 0.664713 0.669055 0.674979 0.672514
0.226548 0.517952 0.48913 0.489308 0.512087 0.52254 0.500668 0.542028 0.488553 0.631313 0.604254 0.146305 0.115056 0.119839 0.0840319 0.0889351 0.355961 0.31391 0.22902 0.355961 0.31391 0.618092 0.641623 0.616507 0.645385 0.654127 0.417122 0.4494 0.383052 0.509712 0.515885 0.418694 0.386256 0.491002 0.638322 0.638049 0.644472 0.643829 0.626018 0.839839 0.840006 1 0.870073 0.837639 0.532332 0.44303 0.458442 0.419823 0.501521 0.582993 0.592499 0.59172 0.573151 0.656705 0.535788 0.534032 0.523749 0.522234 0.522994 0.635243 0.612617 0.591336 0.630766 0.63266 0.616747 0.623461 0.629516 0.641364 0.631408 0.564724 0.483951 0.482529 0.49433 0.475626 0.475208 0.604254 0.504198 0.487152 0.487715 0.515513 0.443036 0.495247 0.503337 0.481192 0.839839 0.840006 1 0.870073 0.837639 0.52397 0.63726 0.652107 0.655982 0.643566
0.23968 0.529558 0.497467 0.500036 0.517087 0.530618 0.497966 0.542806 0.489706 0.632732 0.616405 0.142368 0.115556 0.119164 0.07501 0.089961 0.357545 0.325868 0.222362 0.357545 0.325868 0.618218 0.643083 0.613236 0.653627 0.65496 0.407726 0.442788 0.382433 0.523349 0.515059 0.419723 0.391041 0.483984 0.635992 0.635743 0.644047 0.65107 0.622623 0.803189 0.868789 0.875639 1 0.857719 0.534529 0.449799 0.466533 0.436945 0.497011 0.586978 0.596543 0.600808 0.580725 0.666683 0.545089 0.532804 0.524819 0.518131 0.52374 0.637518 0.622777 0.60471 0.649035 0.649025 0.616929 0.623885 0.626124 0.645224 0.641376 0.567269 0.489526 0.486393 0.490549 0.486073 0.477437 0.616405 0.51031 0.486901 0.480958 0.520151 0.449174 0.495092 0.504321 0.474733 0.803189 0.868789 0.875639 1 0.857719 0.531272 0.656104 0.660209 0.6603 0.653646
0.235703 0.531295 0.502899 0.503642 0.522027 0.517098 0.498222 0.538248 0.488614 0.621855 0.607892 0.146056 0.113476 0.121825 0.084808 0.0895704 0.354575 0.319661 0.232106 0.354575 0.319661 0.61218 0.62103 0.623708 0.639395 0.64163 0.405302 0.454974 0.382309 0.519411 0.510269 0.408862 0.375122 0.485622 0.639659 0.643259 0.629873 0.660119 0.631061 0.831827 0.879736 0.83022 0.849903 1 0.524716 0.452407 0.460097 0.429498 0.480031 0.582438 0.593786 0.597192 0.574065 0.677296 0.543632 0.5555 0.543696 0.545297 0.53768 0.619672 0.60246 0.601807 0.618515 0.627167 0.614749 0.608926 0.611583 0.632642 0.634858 0.583991 0.47861 0.485487 0.498339 0.484146 0.484622 0.607892 0.520066 0.476066 0.485958 0.500025 0.447579 0.50401 0.508997 0.468517 0.831827 0.879736 0.83022 0.849903 1 0.498042 0.635784 0.657859 0.655613 0.651168
0.195513 0.448891 0.44652 0.438391 0.451264 0.463653 0.39149 0.463008 0.396828 0.496555 0.461173 0.101936 0.0935846 0.0807833 0.070265 0.0742423 0.321726 0.300905 0.19817 0.321726 0.300905 0.424322 0.461344 0.447653 0.481047 0.461877 0.375923 0.400887 0.374074 0.483533 0.475193 0.37053 0.360311 0.412335 0.484531 0.488311 0.484399 0.493676 0.482464 0.486042 0.496942 0.518087 0.514152 0.494831 0.416708 0.420633 0.411023 0.371079 0.444808 0.452923 0.461094 0.458622 0.442387 0.488739 0.416572 0.417045 0.416799 0.402863 0.422275 0.481916 0.494711 0.479743 0.4982 0.494694 0.47879 0.483225 0.474642 0.490214 0.471158 0.42099 0.421949 0.416026 0.440592 0.414688 0.416647 0.461173 0.432923 0.393839 0.396509 0.455029 0.398042 0.411514 0.424844 0.429297 0.486042 0.496942 0.518087 0.514152 0.494831 1 0.481492 0.477235 0.472001 0.477402
0.222055 0.501062 0.466164 0.453863 0.474901 0.488395 0.511246 0.519768 0.492 0.660511 0.620939 0.134883 0.108375 0.100871 0.081326 0.0984866 0.338874 0.304585 0.217123 0.338874 0.304585 0.588275 0.561704 0.589778 0.578892 0.591615 0.401154 0.394476 0.36382 0.522203 0.493964 0.408417 0.378844 0.485826 0.640834 0.651632 0.655028 0.664476 0.635532 0.613334 0.633867 0.613934 0.626971 0.609348 0.516983 0.437163 0.459218 0.402009 0.466388 0.651656 0.65153 0.648516 0.641827 0.693855 0.504142 0.497657 0.487864 0.498469 0.496622 0.648252 0.649385 0.649856 0.657695 0.676052 0.630898 0.639768 0.61096 0.633244 0.63597 0.557891 0.464836 0.454714 0.455594 0.455306 0.460629 0.620939 0.470266 0.474439 0.436863 0.509119 0.439323 0.474381 0.479994 0.464212 0.613334 0.633867 0.613934 0.626971 0.609348 0.47709 1 0.802653 0.827903 0.822334
0.235787 0.491522 0.481985 0.460884 0.481252 0.49179 0.512277 0.519273 0.481245 0.652854 0.622924 0.137356 0.103458 0.0979299 0.0822992 0.0858779 0.344212 0.304442 0.224669 0.344212 0.304442 0.584277 0.557908 0.600613 0.588533 0.582504 0.403691 0.422961 0.368825 0.522207 0.501194 0.416023 0.380908 0.482826 0.637341 0.638425 0.649779 0.655437 0.63373 0.629145 0.632838 0.618337 0.626881 0.624965 0.51403 0.449227 0.472921 0.41791 0.470037 0.640985 0.645899 0.645147 0.628451 0.708801 0.508406 0.497545 0.490907 0.487906 0.498144 0.658275 0.658987 0.653286 0.666992 0.684631 0.640929 0.633559 0.638632 0.639785 0.649374 0.568581 0.461806 0.463762 0.450986 0.459532 0.460542 0.622924 0.464898 0.491941 0.437165 0.505409 0.431318 0.482836 0.490385 0.468032 0.629145 0.632838 0.618337 0.626881 0.624965 0.468919 0.805237 1 0.825801 0.813312
0.233915 0.498261 0.477754 0.45762 0.469257 0.498186 0.514661 0.518227 0.484593 0.651767 0.617869 0.140747 0.111931 0.103724 0.0839752 0.0936103 0.33739 0.288277 0.221383 0.33739 0.288277 0.584466 0.564232 0.598354 0.584422 0.593093 0.396558 0.402728 0.362788 0.524419 0.500141 0.404347 0.382059 0.47241 0.633557 0.643444 0.655028 0.657361 0.642278 0.625383 0.639374 0.62535 0.625541 0.623516 0.510451 0.441654 0.470898 0.40902 0.474176 0.631535 0.633391 0.63314 0.617126 0.701098 0.50519 0.50168 0.494563 0.501688 0.509419 0.673685 0.676372 0.658596 0.680368 0.69082 0.638656 0.641987 0.634439 0.640581 0.644056 0.57096 0.459855 0.46247 0.452686 0.451251 0.45431 0.617869 0.463695 0.477057 0.432735 0.499699 0.42784 0.468135 0.48278 0.470701 0.625383 0.639374 0.62535 0.625541 0.623516 0.471972 0.826673 0.829672 1 0.846451
0.244133 0.508963 0.485035 0.462242 0.488221 0.507201 0.514432 0.524709 0.480819 0.663195 0.632668 0.138791 0.114454 0.107231 0.0897224 0.098953 0.354459 0.305123 0.216842 0.354459 0.305123 0.59944 0.556303 0.595877 0.585463 0.599168 0.407115 0.42177 0.376699 0.531348 0.50741 0.422659 0.38537 0.493661 0.660928 0.658663 0.669828 0.671969 0.653136 0.637423 0.648205 0.625036 0.629499 0.634765 0.514106 0.43863 0.471665 0.411367 0.483115 0.646716 0.652149 0.649593 0.638872 0.711844 0.514662 0.50944 0.497592 0.509526 0.516646 0.668648 0.679119 0.666893 0.671852 0.696161 0.639175 0.651207 0.628659 0.656237 0.650174 0.571538 0.473434 0.474331 0.465385 0.470608 0.476513 0.632668 0.473376 0.483636 0.450285 0.511035 0.446059 0.489231 0.504024 0.480383 0.637423 0.648205 0.625036 0.629499 0.634765 0.480312 0.827855 0.819043 0.851197 1
